state_code,lat,lon,bird,lat_zone
WI,45.34,-89.03,American Robin,middle
NJ,40.7,-74.09,Eastern Goldfinch,middle
DC,38.9,-76.93,Not Recorded,middle
VT,43.26,-72.46,Hermit Thrush,middle
TN,35.91,-84.58,Northern Mockingbird,middle
NM,32.56,-104.19,Greater Roadrunner,middle
UT,38.75,-110.05,California Gull,middle
FL,30.49,-85.97,Northern Mockingbird,middle
RI,41.81,-71.56,Rhode Island Red,middle
TN,35.44,-86.22,Northern Mockingbird,middle
MO,36.05,-89.72,Eastern Bluebird,middle
AL,34.55,-85.68,Yellowhammer,middle
KS,38.89,-98.61,Western Meadowlark,middle
HI,21.0,-156.55,Hawaiian Nene,low
ME,45.37,-70.13,Chickadee,middle
WI,45.88,-88.84,American Robin,middle
GA,33.67,-84.18,Brown Thrasher,middle
NH,44.59,-71.24,Purple Finch,middle
NY,43.34,-73.61,Eastern Bluebird,middle
AK,57.33,-152.63,Willow Ptarmigan,middle
NJ,40.33,-74.42,Eastern Goldfinch,middle
NC,34.38,-78.03,Northern Cardinal,middle
DC,38.84,-76.99,Not Recorded,middle
VA,36.72,-79.74,Northern Cardinal,middle
FL,30.77,-85.89,Northern Mockingbird,middle
CA,40.46,-123.94,California Quail,middle
NM,32.02,-103.98,Greater Roadrunner,middle
TX,35.88,-101.85,Northern Mockingbird,middle
NE,42.72,-97.59,Western Meadowlark,middle
MI,43.09,-84.24,American Robin,middle
AR,35.92,-94.42,Northern Mockingbird,middle
NJ,39.59,-74.66,Eastern Goldfinch,middle
MD,39.05,-76.84,Baltimore Oriole,middle
KS,39.69,-101.24,Western Meadowlark,middle
OH,39.73,-81.49,Northern Cardinal,middle
NJ,40.34,-74.89,Eastern Goldfinch,middle
KY,37.67,-86.42,Northern Cardinal,middle
AL,31.26,-87.46,Yellowhammer,middle
MN,47.77,-93.44,Common Loon,middle
TX,35.07,-101.4,Northern Mockingbird,middle
AK,68.8,-164.9,Willow Ptarmigan,high
MD,39.55,-77.03,Baltimore Oriole,middle
OH,40.06,-83.45,Northern Cardinal,middle
AZ,34.92,-111.31,Cactus Wren,middle
NH,44.1,-71.28,Purple Finch,middle
IN,41.15,-85.72,Northern Cardinal,middle
ME,45.92,-69.48,Chickadee,middle
DE,39.79,-75.53,Delaware Blue Hen,middle
MI,42.26,-84.14,American Robin,middle
KY,38.49,-85.4,Northern Cardinal,middle
ME,46.9,-67.95,Chickadee,middle
NM,36.6,-105.45,Greater Roadrunner,middle
FL,30.73,-87.4,Northern Mockingbird,middle
MA,42.38,-72.93,Black-capped Chickadee,middle
IL,41.04,-89.48,Northern Cardinal,middle
MD,39.54,-77.13,Baltimore Oriole,middle
SD,45.86,-98.45,Ring-necked Pheasant,middle
ME,46.61,-69.25,Chickadee,middle
GA,31.52,-84.64,Brown Thrasher,middle
DE,39.03,-75.44,Delaware Blue Hen,middle
OR,42.75,-117.09,Western Meadowlark,middle
CT,41.87,-72.6,American Robin,middle
FL,28.94,-81.22,Northern Mockingbird,low
NH,44.87,-71.35,Purple Finch,middle
KY,36.63,-88.64,Northern Cardinal,middle
TX,31.61,-102.66,Northern Mockingbird,middle
NJ,41.04,-74.58,Eastern Goldfinch,middle
NE,42.46,-100.67,Western Meadowlark,middle
TN,35.4,-88.86,Northern Mockingbird,middle
WY,44.12,-108.79,Western Meadowlark,middle
MN,48.64,-94.62,Common Loon,middle
AR,34.22,-93.37,Northern Mockingbird,middle
NC,35.48,-77.37,Northern Cardinal,middle
MI,44.29,-84.86,American Robin,middle
MA,42.32,-73.03,Black-capped Chickadee,middle
WA,46.99,-123.16,Willow Goldfinch,middle
MD,38.75,-77.01,Baltimore Oriole,middle
VT,44.46,-72.92,Hermit Thrush,middle
NY,44.82,-74.57,Eastern Bluebird,middle
TX,30.19,-96.46,Northern Mockingbird,middle
VT,43.91,-72.82,Hermit Thrush,middle
OH,39.93,-83.11,Northern Cardinal,middle
DE,39.13,-75.61,Delaware Blue Hen,middle
MO,37.34,-91.95,Eastern Bluebird,middle
IN,39.63,-85.7,Northern Cardinal,middle
OR,42.67,-122.78,Western Meadowlark,middle
RI,41.88,-71.62,Rhode Island Red,middle
MA,42.21,-72.11,Black-capped Chickadee,middle
NH,43.7,-72.04,Purple Finch,middle
NH,43.06,-70.97,Purple Finch,middle
CA,34.68,-117.85,California Quail,middle
NM,32.76,-106.1,Greater Roadrunner,middle
TX,31.17,-104.06,Northern Mockingbird,middle
IA,40.73,-92.81,Eastern Goldfinch,middle
NC,35.39,-78.63,Northern Cardinal,middle
RI,41.57,-71.54,Rhode Island Red,middle
OK,35.77,-98.67,Scissor-tailed Flycatcher,middle
GA,32.82,-81.54,Brown Thrasher,middle
IA,41.23,-94.29,Eastern Goldfinch,middle
SD,43.26,-98.51,Ring-necked Pheasant,middle
GA,33.15,-82.02,Brown Thrasher,middle
SD,43.66,-102.73,Ring-necked Pheasant,middle
AK,60.2,-142.53,Willow Ptarmigan,high
MO,39.31,-91.44,Eastern Bluebird,middle
ND,47.56,-99.82,Western Meadowlark,middle
AL,33.6,-85.74,Yellowhammer,middle
VT,44.77,-72.18,Hermit Thrush,middle
MI,42.86,-85.08,American Robin,middle
DC,38.88,-76.94,Not Recorded,middle
NJ,40.4,-74.75,Eastern Goldfinch,middle
AR,35.31,-92.42,Northern Mockingbird,middle
MT,47.42,-113.36,Western Meadowlark,middle
UT,41.56,-112.68,California Gull,middle
SC,34.25,-80.34,Carolina Wren,middle
CA,40.11,-121.48,California Quail,middle
AZ,36.95,-110.49,Cactus Wren,middle
AR,34.67,-92.03,Northern Mockingbird,middle
LA,32.17,-92.81,Brown Pelican,middle
NH,44.3,-72.0,Purple Finch,middle
IN,39.24,-85.12,Northern Cardinal,middle
TX,31.71,-103.55,Northern Mockingbird,middle
KY,38.63,-85.09,Northern Cardinal,middle
CA,41.15,-120.65,California Quail,middle
VA,38.6,-78.58,Northern Cardinal,middle
WV,39.33,-78.76,Northern Cardinal,middle
UT,39.9,-111.14,California Gull,middle
KS,37.03,-96.48,Western Meadowlark,middle
NH,43.1,-71.58,Purple Finch,middle
IL,38.23,-89.33,Northern Cardinal,middle
NE,40.08,-100.63,Western Meadowlark,middle
FL,28.22,-80.74,Northern Mockingbird,low
NC,34.38,-78.02,Northern Cardinal,middle
DE,38.91,-75.46,Delaware Blue Hen,middle
MO,39.97,-92.78,Eastern Bluebird,middle
IL,40.55,-90.41,Northern Cardinal,middle
FL,30.35,-83.8,Northern Mockingbird,middle
UT,41.27,-111.86,California Gull,middle
MO,37.27,-92.93,Eastern Bluebird,middle
TX,30.58,-98.13,Northern Mockingbird,middle
NV,41.17,-114.99,Mountain Bluebird,middle
SC,34.64,-82.49,Carolina Wren,middle
AR,33.86,-94.32,Northern Mockingbird,middle
NJ,39.4,-75.26,Eastern Goldfinch,middle
DE,38.79,-75.44,Delaware Blue Hen,middle
CO,37.61,-104.18,Lark Bunting,middle
WY,44.09,-108.95,Western Meadowlark,middle
LA,29.97,-93.22,Brown Pelican,low
AZ,31.97,-111.16,Cactus Wren,middle
NE,41.06,-99.77,Western Meadowlark,middle
TN,36.29,-87.07,Northern Mockingbird,middle
TN,35.59,-89.5,Northern Mockingbird,middle
AZ,35.46,-111.91,Cactus Wren,middle
CT,41.71,-73.23,American Robin,middle
MN,48.02,-93.2,Common Loon,middle
OK,35.82,-97.44,Scissor-tailed Flycatcher,middle
NV,40.99,-114.19,Mountain Bluebird,middle
MS,30.82,-89.71,Northern Mockingbird,middle
OR,45.5,-118.51,Western Meadowlark,middle
VA,38.78,-77.87,Northern Cardinal,middle
CT,41.58,-72.67,American Robin,middle
KS,37.29,-99.36,Western Meadowlark,middle
TN,36.26,-82.04,Northern Mockingbird,middle
IN,39.39,-86.6,Northern Cardinal,middle
AZ,31.85,-109.17,Cactus Wren,middle
NJ,40.73,-74.98,Eastern Goldfinch,middle
MO,39.24,-91.32,Eastern Bluebird,middle
FL,29.65,-81.38,Northern Mockingbird,low
MN,47.82,-96.17,Common Loon,middle
LA,30.64,-92.75,Brown Pelican,middle
WI,46.48,-91.78,American Robin,middle
DE,39.76,-75.57,Delaware Blue Hen,middle
AL,34.02,-86.49,Yellowhammer,middle
NE,42.74,-97.8,Western Meadowlark,middle
NE,42.85,-98.54,Western Meadowlark,middle
NJ,40.82,-74.07,Eastern Goldfinch,middle
WV,39.57,-80.14,Northern Cardinal,middle
IN,41.0,-86.84,Northern Cardinal,middle
ID,43.44,-112.37,Mountain Bluebird,middle
CA,35.0,-117.43,California Quail,middle
MO,37.95,-92.84,Eastern Bluebird,middle
ME,45.34,-68.33,Chickadee,middle
TN,35.97,-89.21,Northern Mockingbird,middle
NE,42.05,-97.86,Western Meadowlark,middle
AZ,31.94,-110.21,Cactus Wren,middle
CO,38.14,-105.89,Lark Bunting,middle
FL,30.91,-87.01,Northern Mockingbird,middle
MS,33.01,-89.87,Northern Mockingbird,middle
MD,39.3,-77.41,Baltimore Oriole,middle
MN,46.12,-95.12,Common Loon,middle
CA,34.61,-116.06,California Quail,middle
VA,36.64,-77.73,Northern Cardinal,middle
SD,44.12,-100.1,Ring-necked Pheasant,middle
UT,39.2,-112.43,California Gull,middle
WV,38.86,-79.06,Northern Cardinal,middle
AK,60.64,-141.15,Willow Ptarmigan,high
TN,35.39,-86.12,Northern Mockingbird,middle
KY,37.26,-87.93,Northern Cardinal,middle
OR,42.01,-121.37,Western Meadowlark,middle
ND,46.18,-98.31,Western Meadowlark,middle
MS,34.27,-89.98,Northern Mockingbird,middle
KY,37.32,-85.3,Northern Cardinal,middle
OK,34.16,-95.26,Scissor-tailed Flycatcher,middle
OR,44.59,-122.96,Western Meadowlark,middle
IA,41.42,-94.32,Eastern Goldfinch,middle
KY,37.03,-84.65,Northern Cardinal,middle
WI,44.11,-89.97,American Robin,middle
HI,20.82,-156.06,Hawaiian Nene,low
WY,42.21,-105.71,Western Meadowlark,middle
LA,30.17,-93.46,Brown Pelican,middle
MS,33.42,-89.12,Northern Mockingbird,middle
MN,45.15,-93.18,Common Loon,middle
IN,39.97,-85.45,Northern Cardinal,middle
NY,42.68,-78.43,Eastern Bluebird,middle
IL,40.36,-88.16,Northern Cardinal,middle
MA,42.62,-70.91,Black-capped Chickadee,middle
WY,41.11,-108.77,Western Meadowlark,middle
NJ,39.74,-74.78,Eastern Goldfinch,middle
GA,34.51,-85.08,Brown Thrasher,middle
TX,31.17,-96.1,Northern Mockingbird,middle
NM,32.74,-106.94,Greater Roadrunner,middle
WA,46.73,-121.06,Willow Goldfinch,middle
KY,36.99,-88.44,Northern Cardinal,middle
WI,44.38,-89.25,American Robin,middle
IL,40.23,-88.05,Northern Cardinal,middle
MN,43.84,-94.96,Common Loon,middle
MO,40.38,-95.12,Eastern Bluebird,middle
VT,43.28,-72.75,Hermit Thrush,middle
NH,43.31,-71.76,Purple Finch,middle
UT,38.48,-113.98,California Gull,middle
WY,44.28,-108.26,Western Meadowlark,middle
MI,44.7,-83.47,American Robin,middle
FL,30.5,-84.24,Northern Mockingbird,middle
MN,47.94,-89.96,Common Loon,middle
NV,35.87,-115.44,Mountain Bluebird,middle
AK,61.72,-144.79,Willow Ptarmigan,high
VA,37.06,-79.47,Northern Cardinal,middle
TN,35.89,-84.7,Northern Mockingbird,middle
GA,33.17,-84.6,Brown Thrasher,middle
SD,45.59,-101.37,Ring-necked Pheasant,middle
MI,42.74,-83.39,American Robin,middle
MN,46.61,-93.44,Common Loon,middle
OR,43.01,-119.87,Western Meadowlark,middle
ND,47.43,-98.43,Western Meadowlark,middle
ID,42.91,-111.25,Mountain Bluebird,middle
AR,33.41,-93.18,Northern Mockingbird,middle
AK,65.05,-156.66,Willow Ptarmigan,high
MS,32.86,-90.6,Northern Mockingbird,middle
AL,31.62,-85.07,Yellowhammer,middle
SC,34.08,-79.25,Carolina Wren,middle
ME,44.94,-71.05,Chickadee,middle
TN,35.25,-87.54,Northern Mockingbird,middle
KY,37.81,-85.34,Northern Cardinal,middle
DC,38.91,-76.95,Not Recorded,middle
WV,38.66,-80.32,Northern Cardinal,middle
OH,40.88,-83.49,Northern Cardinal,middle
TN,35.58,-85.09,Northern Mockingbird,middle
DC,38.98,-77.05,Not Recorded,middle
SD,44.93,-96.9,Ring-necked Pheasant,middle
WV,37.75,-80.3,Northern Cardinal,middle
OK,36.03,-99.23,Scissor-tailed Flycatcher,middle
IA,42.87,-96.04,Eastern Goldfinch,middle
SC,32.38,-81.08,Carolina Wren,middle
NM,36.65,-105.67,Greater Roadrunner,middle
CO,37.55,-107.38,Lark Bunting,middle
MI,42.06,-85.83,American Robin,middle
AL,32.57,-87.51,Yellowhammer,middle
MS,34.03,-88.71,Northern Mockingbird,middle
NY,42.26,-75.42,Eastern Bluebird,middle
AR,36.26,-90.5,Northern Mockingbird,middle
LA,31.94,-91.68,Brown Pelican,middle
MT,47.45,-109.53,Western Meadowlark,middle
NV,40.79,-118.4,Mountain Bluebird,middle
NJ,40.08,-74.09,Eastern Goldfinch,middle
GA,34.89,-83.76,Brown Thrasher,middle
NM,35.82,-106.14,Greater Roadrunner,middle
DE,38.79,-75.7,Delaware Blue Hen,middle
ME,45.09,-68.76,Chickadee,middle
NC,36.32,-79.18,Northern Cardinal,middle
WV,38.17,-80.02,Northern Cardinal,middle
OK,36.46,-96.74,Scissor-tailed Flycatcher,middle
PA,41.25,-80.24,Northern Cardinal,middle
UT,39.44,-110.8,California Gull,middle
SD,43.24,-101.82,Ring-necked Pheasant,middle
NJ,39.21,-74.69,Eastern Goldfinch,middle
IN,38.72,-86.23,Northern Cardinal,middle
AZ,32.18,-109.78,Cactus Wren,middle
NJ,40.53,-74.79,Eastern Goldfinch,middle
IA,42.79,-96.47,Eastern Goldfinch,middle
NE,42.04,-100.25,Western Meadowlark,middle
ME,43.91,-70.59,Chickadee,middle
RI,41.4,-71.76,Rhode Island Red,middle
AK,65.62,-143.06,Willow Ptarmigan,high
MN,44.29,-96.18,Common Loon,middle
IA,42.42,-93.8,Eastern Goldfinch,middle
ND,47.89,-99.68,Western Meadowlark,middle
CO,37.31,-102.31,Lark Bunting,middle
KS,39.13,-96.64,Western Meadowlark,middle
MT,45.5,-109.86,Western Meadowlark,middle
VT,44.7,-71.67,Hermit Thrush,middle
WY,44.55,-105.19,Western Meadowlark,middle
SD,44.13,-96.9,Ring-necked Pheasant,middle
MT,46.34,-110.05,Western Meadowlark,middle
MN,47.28,-92.52,Common Loon,middle
IA,42.27,-93.77,Eastern Goldfinch,middle
ID,48.94,-116.21,Mountain Bluebird,middle
TN,36.21,-84.83,Northern Mockingbird,middle
MS,31.46,-91.11,Northern Mockingbird,middle
ND,48.92,-100.84,Western Meadowlark,middle
VT,44.73,-72.35,Hermit Thrush,middle
MA,42.12,-71.04,Black-capped Chickadee,middle
VT,43.5,-73.07,Hermit Thrush,middle
TX,33.2,-94.48,Northern Mockingbird,middle
WV,38.9,-80.38,Northern Cardinal,middle
MS,31.07,-88.59,Northern Mockingbird,middle
MN,48.37,-95.25,Common Loon,middle
IA,43.28,-93.9,Eastern Goldfinch,middle
NJ,39.71,-75.34,Eastern Goldfinch,middle
NY,42.33,-79.11,Eastern Bluebird,middle
TX,30.01,-95.71,Northern Mockingbird,middle
WI,45.62,-89.8,American Robin,middle
TN,36.11,-87.61,Northern Mockingbird,middle
AR,34.06,-93.13,Northern Mockingbird,middle
VA,36.8,-82.91,Northern Cardinal,middle
IL,38.74,-89.12,Northern Cardinal,middle
NY,41.39,-73.69,Eastern Bluebird,middle
SC,33.17,-80.31,Carolina Wren,middle
UT,38.03,-113.84,California Gull,middle
MO,37.14,-89.77,Eastern Bluebird,middle
ID,43.53,-112.04,Mountain Bluebird,middle
RI,41.77,-71.39,Rhode Island Red,middle
MT,46.16,-109.06,Western Meadowlark,middle
NM,34.15,-104.52,Greater Roadrunner,middle
WI,43.47,-90.49,American Robin,middle
NM,34.13,-105.27,Greater Roadrunner,middle
PA,39.86,-79.25,Northern Cardinal,middle
MD,38.99,-76.75,Baltimore Oriole,middle
NJ,40.55,-74.47,Eastern Goldfinch,middle
ME,46.7,-67.94,Chickadee,middle
DE,39.18,-75.49,Delaware Blue Hen,middle
CT,41.45,-73.2,American Robin,middle
DE,39.4,-75.7,Delaware Blue Hen,middle
NM,35.76,-105.7,Greater Roadrunner,middle
NM,33.01,-105.75,Greater Roadrunner,middle
KY,37.82,-83.06,Northern Cardinal,middle
NJ,39.8,-74.8,Eastern Goldfinch,middle
AZ,32.98,-110.02,Cactus Wren,middle
FL,28.18,-81.73,Northern Mockingbird,low
NH,45.21,-71.2,Purple Finch,middle
NJ,39.62,-74.86,Eastern Goldfinch,middle
ID,46.71,-116.82,Mountain Bluebird,middle
GA,34.76,-83.75,Brown Thrasher,middle
FL,26.17,-80.41,Northern Mockingbird,low
HI,22.0,-159.49,Hawaiian Nene,low
NH,43.78,-71.21,Purple Finch,middle
MA,42.38,-71.73,Black-capped Chickadee,middle
MI,44.66,-83.76,American Robin,middle
MS,33.99,-88.94,Northern Mockingbird,middle
AL,31.71,-86.66,Yellowhammer,middle
ID,44.7,-116.08,Mountain Bluebird,middle
WI,45.66,-91.98,American Robin,middle
ID,44.64,-116.39,Mountain Bluebird,middle
NJ,40.99,-74.15,Eastern Goldfinch,middle
MT,45.07,-110.96,Western Meadowlark,middle
MI,43.76,-86.12,American Robin,middle
WI,43.76,-88.27,American Robin,middle
IN,41.66,-86.66,Northern Cardinal,middle
WI,44.57,-91.38,American Robin,middle
ID,44.58,-115.15,Mountain Bluebird,middle
TX,30.12,-96.75,Northern Mockingbird,middle
NY,43.07,-78.68,Eastern Bluebird,middle
TN,35.46,-88.92,Northern Mockingbird,middle
TN,36.2,-82.26,Northern Mockingbird,middle
WY,43.31,-109.3,Western Meadowlark,middle
WV,37.63,-81.03,Northern Cardinal,middle
WV,38.31,-81.86,Northern Cardinal,middle
KY,36.81,-87.31,Northern Cardinal,middle
MI,43.27,-85.22,American Robin,middle
TX,31.83,-103.02,Northern Mockingbird,middle
MA,42.31,-71.4,Black-capped Chickadee,middle
MT,48.36,-105.32,Western Meadowlark,middle
IL,41.44,-88.65,Northern Cardinal,middle
OR,43.55,-118.09,Western Meadowlark,middle
OK,34.66,-97.84,Scissor-tailed Flycatcher,middle
CT,41.51,-72.61,American Robin,middle
DE,38.48,-75.49,Delaware Blue Hen,middle
CO,38.89,-108.27,Lark Bunting,middle
HI,19.65,-155.19,Hawaiian Nene,low
NH,43.05,-71.22,Purple Finch,middle
NJ,40.58,-74.33,Eastern Goldfinch,middle
MI,46.44,-85.42,American Robin,middle
CT,41.33,-73.29,American Robin,middle
CT,41.01,-73.62,American Robin,middle
WI,42.69,-90.42,American Robin,middle
MT,48.55,-105.3,Western Meadowlark,middle
NE,42.63,-102.0,Western Meadowlark,middle
DE,38.6,-75.18,Delaware Blue Hen,middle
ME,45.56,-69.27,Chickadee,middle
GA,31.85,-84.27,Brown Thrasher,middle
OK,36.1,-97.01,Scissor-tailed Flycatcher,middle
MD,39.68,-76.23,Baltimore Oriole,middle
MN,47.57,-93.9,Common Loon,middle
ID,44.15,-111.57,Mountain Bluebird,middle
CT,41.92,-72.6,American Robin,middle
WY,44.05,-109.9,Western Meadowlark,middle
NE,41.82,-100.33,Western Meadowlark,middle
MA,42.15,-71.74,Black-capped Chickadee,middle
TX,28.68,-96.52,Northern Mockingbird,low
WI,42.55,-88.5,American Robin,middle
NC,35.08,-78.68,Northern Cardinal,middle
CT,41.69,-72.4,American Robin,middle
NH,44.74,-71.13,Purple Finch,middle
OK,36.1,-96.97,Scissor-tailed Flycatcher,middle
CT,41.66,-72.4,American Robin,middle
IN,39.31,-85.07,Northern Cardinal,middle
NE,40.09,-97.5,Western Meadowlark,middle
CT,41.81,-73.04,American Robin,middle
HI,20.99,-156.54,Hawaiian Nene,low
NE,40.45,-96.38,Western Meadowlark,middle
WV,39.24,-79.36,Northern Cardinal,middle
VA,37.03,-80.66,Northern Cardinal,middle
MS,31.66,-90.42,Northern Mockingbird,middle
NE,42.33,-100.14,Western Meadowlark,middle
IA,41.49,-94.94,Eastern Goldfinch,middle
FL,25.72,-80.3,Northern Mockingbird,low
MN,44.01,-93.88,Common Loon,middle
IN,38.28,-86.34,Northern Cardinal,middle
AK,58.8,-158.09,Willow Ptarmigan,middle
WI,46.27,-92.12,American Robin,middle
MT,47.84,-110.29,Western Meadowlark,middle
CO,37.2,-108.23,Lark Bunting,middle
WY,44.61,-106.37,Western Meadowlark,middle
VA,37.51,-79.26,Northern Cardinal,middle
NH,43.84,-71.27,Purple Finch,middle
SD,45.84,-99.82,Ring-necked Pheasant,middle
MS,31.11,-90.24,Northern Mockingbird,middle
NE,42.39,-100.36,Western Meadowlark,middle
IA,41.69,-92.92,Eastern Goldfinch,middle
NE,42.73,-103.69,Western Meadowlark,middle
IN,38.36,-86.39,Northern Cardinal,middle
ND,48.15,-100.73,Western Meadowlark,middle
IL,40.51,-87.62,Northern Cardinal,middle
SC,34.78,-82.45,Carolina Wren,middle
DE,39.79,-75.58,Delaware Blue Hen,middle
UT,41.81,-113.43,California Gull,middle
FL,30.02,-85.27,Northern Mockingbird,middle
AR,36.18,-93.42,Northern Mockingbird,middle
WY,42.58,-106.89,Western Meadowlark,middle
CT,41.91,-71.93,American Robin,middle
OR,45.37,-119.37,Western Meadowlark,middle
AR,35.98,-93.71,Northern Mockingbird,middle
OR,44.92,-118.23,Western Meadowlark,middle
KS,37.08,-101.73,Western Meadowlark,middle
MT,45.35,-113.71,Western Meadowlark,middle
WA,48.03,-121.81,Willow Goldfinch,middle
WA,46.41,-122.86,Willow Goldfinch,middle
MA,42.49,-72.5,Black-capped Chickadee,middle
NV,40.81,-119.8,Mountain Bluebird,middle
AR,35.28,-90.45,Northern Mockingbird,middle
CO,39.22,-106.82,Lark Bunting,middle
DE,38.84,-75.28,Delaware Blue Hen,middle
NJ,41.01,-74.58,Eastern Goldfinch,middle
AR,36.33,-92.78,Northern Mockingbird,middle
FL,27.25,-82.0,Northern Mockingbird,low
MT,46.29,-114.04,Western Meadowlark,middle
AK,58.46,-154.87,Willow Ptarmigan,middle
UT,37.63,-110.46,California Gull,middle
AR,35.3,-90.72,Northern Mockingbird,middle
RI,41.88,-71.53,Rhode Island Red,middle
MA,41.83,-70.81,Black-capped Chickadee,middle
MO,37.04,-91.53,Eastern Bluebird,middle
NE,40.38,-97.89,Western Meadowlark,middle
CO,38.66,-106.16,Lark Bunting,middle
WY,44.26,-107.36,Western Meadowlark,middle
NM,35.11,-107.32,Greater Roadrunner,middle
WV,38.12,-80.82,Northern Cardinal,middle
SC,33.01,-81.35,Carolina Wren,middle
KS,39.5,-99.31,Western Meadowlark,middle
AL,34.32,-86.62,Yellowhammer,middle
KY,37.64,-85.86,Northern Cardinal,middle
RI,41.46,-71.57,Rhode Island Red,middle
IN,40.07,-85.45,Northern Cardinal,middle
ME,46.73,-68.41,Chickadee,middle
AK,66.02,-165.07,Willow Ptarmigan,high
DC,38.87,-76.95,Not Recorded,middle
CO,38.78,-106.65,Lark Bunting,middle
VA,37.76,-76.35,Northern Cardinal,middle
SD,45.81,-102.05,Ring-necked Pheasant,middle
WA,47.76,-119.64,Willow Goldfinch,middle
AL,33.62,-86.29,Yellowhammer,middle
MA,42.49,-72.82,Black-capped Chickadee,middle
WY,42.89,-106.92,Western Meadowlark,middle
OR,45.18,-119.78,Western Meadowlark,middle
NV,37.46,-114.06,Mountain Bluebird,middle
VT,44.53,-72.43,Hermit Thrush,middle
TX,31.05,-93.96,Northern Mockingbird,middle
TN,36.29,-83.32,Northern Mockingbird,middle
UT,40.15,-109.06,California Gull,middle
HI,19.94,-155.83,Hawaiian Nene,low
AZ,33.86,-113.63,Cactus Wren,middle
PA,40.78,-80.23,Northern Cardinal,middle
WA,45.81,-120.05,Willow Goldfinch,middle
ME,43.99,-70.67,Chickadee,middle
AR,35.58,-93.96,Northern Mockingbird,middle
ME,46.3,-69.99,Chickadee,middle
CO,37.5,-102.87,Lark Bunting,middle
NC,35.99,-80.31,Northern Cardinal,middle
GA,31.12,-84.24,Brown Thrasher,middle
DC,38.89,-77.06,Not Recorded,middle
VA,37.74,-77.63,Northern Cardinal,middle
MS,31.45,-90.06,Northern Mockingbird,middle
ID,45.4,-114.2,Mountain Bluebird,middle
NC,35.91,-82.34,Northern Cardinal,middle
FL,29.83,-85.13,Northern Mockingbird,low
MS,33.23,-89.45,Northern Mockingbird,middle
IN,40.76,-85.5,Northern Cardinal,middle
AR,34.41,-93.43,Northern Mockingbird,middle
NM,33.59,-106.76,Greater Roadrunner,middle
NH,44.63,-71.2,Purple Finch,middle
DE,39.36,-75.53,Delaware Blue Hen,middle
ID,42.51,-116.46,Mountain Bluebird,middle
IN,41.57,-85.14,Northern Cardinal,middle
NY,43.04,-78.49,Eastern Bluebird,middle
GA,31.98,-83.2,Brown Thrasher,middle
IA,43.39,-91.3,Eastern Goldfinch,middle
NC,36.51,-77.52,Northern Cardinal,middle
VT,44.95,-72.9,Hermit Thrush,middle
PA,41.15,-76.11,Northern Cardinal,middle
ND,47.8,-101.19,Western Meadowlark,middle
IN,40.08,-85.66,Northern Cardinal,middle
ME,44.3,-70.89,Chickadee,middle
VT,44.91,-72.03,Hermit Thrush,middle
NH,44.02,-71.29,Purple Finch,middle
